"NúmeroDoPedido";"CódigoDoCliente";"CódigoDoFuncionário";"DataDoPedido";"DataDeEntrega";"DataDeEnvio";"Via";"Frete";"NomeDoDestinatário";"EndereçoDoDestinatário";"CidadeDeDestino";"RegiãoDeDestino";"CEPdeDestino";"PaísDeDestino"
10900;"WELLI";1;20/2/1998 00:00:00;20/3/1998 00:00:00;4/3/1998 00:00:00;2;R$ 1,66;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brasil"
10901;"HILAA";4;23/2/1998 00:00:00;23/3/1998 00:00:00;26/2/1998 00:00:00;1;R$ 62,09;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10902;"FOLKO";1;23/2/1998 00:00:00;23/3/1998 00:00:00;3/3/1998 00:00:00;1;R$ 44,15;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10903;"HANAR";3;24/2/1998 00:00:00;24/3/1998 00:00:00;4/3/1998 00:00:00;3;R$ 36,71;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10904;"WHITC";3;24/2/1998 00:00:00;24/3/1998 00:00:00;27/2/1998 00:00:00;3;R$ 162,95;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"EUA"
10905;"WELLI";9;24/2/1998 00:00:00;24/3/1998 00:00:00;6/3/1998 00:00:00;2;R$ 13,72;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brasil"
10906;"WOLZA";4;25/2/1998 00:00:00;11/3/1998 00:00:00;3/3/1998 00:00:00;3;R$ 26,29;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Polônia"
10907;"SPECD";6;25/2/1998 00:00:00;25/3/1998 00:00:00;27/2/1998 00:00:00;3;R$ 9,19;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"França"
10908;"REGGC";4;26/2/1998 00:00:00;26/3/1998 00:00:00;6/3/1998 00:00:00;2;R$ 32,96;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Itália"
10909;"SANTG";1;26/2/1998 00:00:00;26/3/1998 00:00:00;10/3/1998 00:00:00;2;R$ 53,05;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Noruega"
10910;"WILMK";1;26/2/1998 00:00:00;26/3/1998 00:00:00;4/3/1998 00:00:00;3;R$ 38,11;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlândia"
10911;"GODOS";3;26/2/1998 00:00:00;26/3/1998 00:00:00;5/3/1998 00:00:00;1;R$ 38,19;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
10912;"HUNGO";2;26/2/1998 00:00:00;26/3/1998 00:00:00;18/3/1998 00:00:00;2;R$ 580,91;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlanda"
10913;"QUEEN";4;26/2/1998 00:00:00;26/3/1998 00:00:00;4/3/1998 00:00:00;1;R$ 33,05;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brasil"
10914;"QUEEN";6;27/2/1998 00:00:00;27/3/1998 00:00:00;2/3/1998 00:00:00;1;R$ 21,19;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brasil"
10915;"TORTU";2;27/2/1998 00:00:00;27/3/1998 00:00:00;2/3/1998 00:00:00;2;R$ 3,51;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"México"
10916;"RANCH";1;27/2/1998 00:00:00;27/3/1998 00:00:00;9/3/1998 00:00:00;2;R$ 63,77;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentina"
10917;"ROMEY";4;2/3/1998 00:00:00;30/3/1998 00:00:00;11/3/1998 00:00:00;2;R$ 8,29;"Romero y tomillo";"Gran Vía, 1";"Madrid";;"28001";"Espanha"
10918;"BOTTM";3;2/3/1998 00:00:00;30/3/1998 00:00:00;11/3/1998 00:00:00;3;R$ 48,83;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
10919;"LINOD";2;2/3/1998 00:00:00;30/3/1998 00:00:00;4/3/1998 00:00:00;2;R$ 19,80;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10920;"AROUT";4;3/3/1998 00:00:00;31/3/1998 00:00:00;9/3/1998 00:00:00;2;R$ 29,61;"Around the Horn";"Brook Farm Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Reino Unido"
10921;"VAFFE";1;3/3/1998 00:00:00;14/4/1998 00:00:00;9/3/1998 00:00:00;1;R$ 176,48;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Dinamarca"
10922;"HANAR";5;3/3/1998 00:00:00;31/3/1998 00:00:00;5/3/1998 00:00:00;3;R$ 62,74;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10923;"LAMAI";7;3/3/1998 00:00:00;14/4/1998 00:00:00;13/3/1998 00:00:00;3;R$ 68,26;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"França"
10924;"BERGS";3;4/3/1998 00:00:00;1/4/1998 00:00:00;8/4/1998 00:00:00;2;R$ 151,52;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suécia"
10925;"HANAR";3;4/3/1998 00:00:00;1/4/1998 00:00:00;13/3/1998 00:00:00;1;R$ 2,27;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10926;"ANATR";4;4/3/1998 00:00:00;1/4/1998 00:00:00;11/3/1998 00:00:00;3;R$ 39,92;"Ana Trujillo Emparedados y helados";"Avda. de la Constitución 2222";"México D.F.";;"05021";"México"
10927;"LACOR";4;5/3/1998 00:00:00;2/4/1998 00:00:00;8/4/1998 00:00:00;1;R$ 19,79;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"França"
10928;"GALED";1;5/3/1998 00:00:00;2/4/1998 00:00:00;18/3/1998 00:00:00;1;R$ 1,36;"Galería del gastronómo";"Rambla de Cataluña, 23";"Barcelona";;"8022";"Espanha"
10929;"FRANK";6;5/3/1998 00:00:00;2/4/1998 00:00:00;12/3/1998 00:00:00;1;R$ 33,93;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Alemanha"
10930;"SUPRD";4;6/3/1998 00:00:00;17/4/1998 00:00:00;18/3/1998 00:00:00;3;R$ 15,55;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Bélgica"
10931;"RICSU";4;6/3/1998 00:00:00;20/3/1998 00:00:00;19/3/1998 00:00:00;2;R$ 13,60;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suíça"
10932;"BONAP";8;6/3/1998 00:00:00;3/4/1998 00:00:00;24/3/1998 00:00:00;1;R$ 134,64;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"França"
10933;"ISLAT";6;6/3/1998 00:00:00;3/4/1998 00:00:00;16/3/1998 00:00:00;3;R$ 54,15;"Island Trading";"Garden House Crowther Way";"Cowes";"Isle of Wight";"PO31 7PJ";"Reino Unido"
10934;"LEHMS";3;9/3/1998 00:00:00;6/4/1998 00:00:00;12/3/1998 00:00:00;3;R$ 32,01;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Alemanha"
10935;"WELLI";4;9/3/1998 00:00:00;6/4/1998 00:00:00;18/3/1998 00:00:00;3;R$ 47,59;"Wellington Importadora";"Rua do Mercado, 12";"Resende";"SP";"08737-363";"Brasil"
10936;"GREAL";3;9/3/1998 00:00:00;6/4/1998 00:00:00;18/3/1998 00:00:00;2;R$ 33,68;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"EUA"
10937;"CACTU";7;10/3/1998 00:00:00;24/3/1998 00:00:00;13/3/1998 00:00:00;3;R$ 31,51;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentina"
10938;"QUICK";3;10/3/1998 00:00:00;7/4/1998 00:00:00;16/3/1998 00:00:00;2;R$ 31,89;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10939;"MAGAA";2;10/3/1998 00:00:00;7/4/1998 00:00:00;13/3/1998 00:00:00;2;R$ 76,33;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Itália"
10940;"BONAP";8;11/3/1998 00:00:00;8/4/1998 00:00:00;23/3/1998 00:00:00;3;R$ 19,77;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"França"
10941;"SAVEA";7;11/3/1998 00:00:00;8/4/1998 00:00:00;20/3/1998 00:00:00;2;R$ 400,81;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10942;"REGGC";9;11/3/1998 00:00:00;8/4/1998 00:00:00;18/3/1998 00:00:00;3;R$ 17,95;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Itália"
10943;"BSBEV";4;11/3/1998 00:00:00;8/4/1998 00:00:00;19/3/1998 00:00:00;2;R$ 2,17;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Reino Unido"
10944;"BOTTM";6;12/3/1998 00:00:00;26/3/1998 00:00:00;13/3/1998 00:00:00;3;R$ 52,92;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
10945;"MORGK";4;12/3/1998 00:00:00;9/4/1998 00:00:00;18/3/1998 00:00:00;1;R$ 10,22;"Morgenstern Gesundkost";"Heerstr. 22";"Leipzig";;"04179";"Alemanha"
10946;"VAFFE";1;12/3/1998 00:00:00;9/4/1998 00:00:00;19/3/1998 00:00:00;2;R$ 27,20;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Dinamarca"
10947;"BSBEV";3;13/3/1998 00:00:00;10/4/1998 00:00:00;16/3/1998 00:00:00;2;R$ 3,26;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Reino Unido"
10948;"GODOS";3;13/3/1998 00:00:00;10/4/1998 00:00:00;19/3/1998 00:00:00;3;R$ 23,39;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
10949;"BOTTM";2;13/3/1998 00:00:00;10/4/1998 00:00:00;17/3/1998 00:00:00;3;R$ 74,44;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
10950;"MAGAA";1;16/3/1998 00:00:00;13/4/1998 00:00:00;23/3/1998 00:00:00;2;R$ 2,50;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Itália"
10951;"RICSU";9;16/3/1998 00:00:00;27/4/1998 00:00:00;7/4/1998 00:00:00;2;R$ 30,85;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suíça"
10952;"ALFKI";1;16/3/1998 00:00:00;27/4/1998 00:00:00;24/3/1998 00:00:00;1;R$ 40,42;"Alfreds Futterkiste";"Obere Str. 57";"Berlin";;"12209";"Alemanha"
10953;"AROUT";9;16/3/1998 00:00:00;30/3/1998 00:00:00;25/3/1998 00:00:00;2;R$ 23,72;"Around the Horn";"Brook Farm Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Reino Unido"
10954;"LINOD";5;17/3/1998 00:00:00;28/4/1998 00:00:00;20/3/1998 00:00:00;1;R$ 27,91;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10955;"FOLKO";8;17/3/1998 00:00:00;14/4/1998 00:00:00;20/3/1998 00:00:00;2;R$ 3,26;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10956;"BLAUS";6;17/3/1998 00:00:00;28/4/1998 00:00:00;20/3/1998 00:00:00;2;R$ 44,65;"Blauer See Delikatessen";"Forsterstr. 57";"Mannheim";;"68306";"Alemanha"
10957;"HILAA";8;18/3/1998 00:00:00;15/4/1998 00:00:00;27/3/1998 00:00:00;3;R$ 105,36;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10958;"OCEAN";7;18/3/1998 00:00:00;15/4/1998 00:00:00;27/3/1998 00:00:00;2;R$ 49,56;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585 Piso 20-A";"Buenos Aires";;"1010";"Argentina"
10959;"GOURL";6;18/3/1998 00:00:00;29/4/1998 00:00:00;23/3/1998 00:00:00;2;R$ 4,98;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brasil"
10960;"HILAA";3;19/3/1998 00:00:00;2/4/1998 00:00:00;8/4/1998 00:00:00;1;R$ 2,08;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10961;"QUEEN";8;19/3/1998 00:00:00;16/4/1998 00:00:00;30/3/1998 00:00:00;1;R$ 104,47;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brasil"
10962;"QUICK";8;19/3/1998 00:00:00;16/4/1998 00:00:00;23/3/1998 00:00:00;2;R$ 275,79;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10963;"FURIB";9;19/3/1998 00:00:00;16/4/1998 00:00:00;26/3/1998 00:00:00;3;R$ 2,70;"Furia Bacalhau e Frutos do Mar";"Jardim das rosas n. 32";"Lisboa";;"1675";"Portugal"
10964;"SPECD";3;20/3/1998 00:00:00;17/4/1998 00:00:00;24/3/1998 00:00:00;2;R$ 87,38;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"França"
10965;"OLDWO";6;20/3/1998 00:00:00;17/4/1998 00:00:00;30/3/1998 00:00:00;3;R$ 144,38;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"EUA"
10966;"CHOPS";4;20/3/1998 00:00:00;17/4/1998 00:00:00;8/4/1998 00:00:00;1;R$ 27,19;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suíça"
10967;"TOMSP";2;23/3/1998 00:00:00;20/4/1998 00:00:00;2/4/1998 00:00:00;2;R$ 62,22;"Toms Spezialitäten";"Luisenstr. 48";"Münster";;"44087";"Alemanha"
10968;"ERNSH";1;23/3/1998 00:00:00;20/4/1998 00:00:00;1/4/1998 00:00:00;3;R$ 74,60;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10969;"COMMI";1;23/3/1998 00:00:00;20/4/1998 00:00:00;30/3/1998 00:00:00;2;R$ 0,21;"Comércio Mineiro";"Av. dos Lusíadas, 23";"São Paulo";"SP";"05432-043";"Brasil"
10970;"BOLID";9;24/3/1998 00:00:00;7/4/1998 00:00:00;24/4/1998 00:00:00;1;R$ 16,16;"Bólido Comidas preparadas";"C/ Araquil, 67";"Madrid";;"28023";"Espanha"
10971;"FRANR";2;24/3/1998 00:00:00;21/4/1998 00:00:00;2/4/1998 00:00:00;2;R$ 121,82;"France restauration";"54, rue Royale";"Nantes";;"44000";"França"
10972;"LACOR";4;24/3/1998 00:00:00;21/4/1998 00:00:00;26/3/1998 00:00:00;2;R$ 0,02;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"França"
10973;"LACOR";6;24/3/1998 00:00:00;21/4/1998 00:00:00;27/3/1998 00:00:00;2;R$ 15,17;"La corne d'abondance";"67, avenue de l'Europe";"Versailles";;"78000";"França"
10974;"SPLIR";3;25/3/1998 00:00:00;8/4/1998 00:00:00;3/4/1998 00:00:00;3;R$ 12,96;"Split Rail Beer & Ale";"P.O. Box 555";"Lander";"WY";"82520";"EUA"
10975;"BOTTM";1;25/3/1998 00:00:00;22/4/1998 00:00:00;27/3/1998 00:00:00;3;R$ 32,27;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
10976;"HILAA";1;25/3/1998 00:00:00;6/5/1998 00:00:00;3/4/1998 00:00:00;1;R$ 37,97;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10977;"FOLKO";8;26/3/1998 00:00:00;23/4/1998 00:00:00;10/4/1998 00:00:00;3;R$ 208,50;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10978;"MAISD";9;26/3/1998 00:00:00;23/4/1998 00:00:00;23/4/1998 00:00:00;2;R$ 32,82;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Bélgica"
10979;"ERNSH";8;26/3/1998 00:00:00;23/4/1998 00:00:00;31/3/1998 00:00:00;2;R$ 353,07;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10980;"FOLKO";4;27/3/1998 00:00:00;8/5/1998 00:00:00;17/4/1998 00:00:00;1;R$ 1,26;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10981;"HANAR";1;27/3/1998 00:00:00;24/4/1998 00:00:00;2/4/1998 00:00:00;2;R$ 193,37;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
10982;"BOTTM";2;27/3/1998 00:00:00;24/4/1998 00:00:00;8/4/1998 00:00:00;1;R$ 14,01;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
10983;"SAVEA";2;27/3/1998 00:00:00;24/4/1998 00:00:00;6/4/1998 00:00:00;2;R$ 657,54;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10984;"SAVEA";1;30/3/1998 00:00:00;27/4/1998 00:00:00;3/4/1998 00:00:00;3;R$ 211,22;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
10985;"HUNGO";2;30/3/1998 00:00:00;27/4/1998 00:00:00;2/4/1998 00:00:00;1;R$ 91,51;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlanda"
10986;"OCEAN";8;30/3/1998 00:00:00;27/4/1998 00:00:00;21/4/1998 00:00:00;2;R$ 217,86;"Océano Atlántico Ltda.";"Ing. Gustavo Moncada 8585 Piso 20-A";"Buenos Aires";;"1010";"Argentina"
10987;"EASTC";8;31/3/1998 00:00:00;28/4/1998 00:00:00;6/4/1998 00:00:00;1;R$ 185,48;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Reino Unido"
10988;"RATTC";3;31/3/1998 00:00:00;28/4/1998 00:00:00;10/4/1998 00:00:00;2;R$ 61,14;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"EUA"
10989;"QUEDE";2;31/3/1998 00:00:00;28/4/1998 00:00:00;2/4/1998 00:00:00;1;R$ 34,76;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brasil"
10990;"ERNSH";2;1/4/1998 00:00:00;13/5/1998 00:00:00;7/4/1998 00:00:00;3;R$ 117,61;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
10991;"QUICK";1;1/4/1998 00:00:00;29/4/1998 00:00:00;7/4/1998 00:00:00;1;R$ 38,51;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10992;"THEBI";1;1/4/1998 00:00:00;29/4/1998 00:00:00;3/4/1998 00:00:00;3;R$ 4,27;"The Big Cheese";"89 Jefferson Way Suite 2";"Portland";"OR";"97201";"EUA"
10993;"FOLKO";7;1/4/1998 00:00:00;29/4/1998 00:00:00;10/4/1998 00:00:00;3;R$ 8,81;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
10994;"VAFFE";2;2/4/1998 00:00:00;16/4/1998 00:00:00;9/4/1998 00:00:00;3;R$ 65,53;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Dinamarca"
10995;"PERIC";1;2/4/1998 00:00:00;30/4/1998 00:00:00;6/4/1998 00:00:00;3;R$ 46,00;"Pericles Comidas clásicas";"Calle Dr. Jorge Cash 321";"México D.F.";;"05033";"México"
10996;"QUICK";4;2/4/1998 00:00:00;30/4/1998 00:00:00;10/4/1998 00:00:00;2;R$ 1,12;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
10997;"LILAS";8;3/4/1998 00:00:00;15/5/1998 00:00:00;13/4/1998 00:00:00;2;R$ 73,91;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10998;"WOLZA";8;3/4/1998 00:00:00;17/4/1998 00:00:00;17/4/1998 00:00:00;2;R$ 20,31;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Polônia"
10999;"OTTIK";6;3/4/1998 00:00:00;1/5/1998 00:00:00;10/4/1998 00:00:00;2;R$ 96,35;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Alemanha"
11000;"RATTC";2;6/4/1998 00:00:00;4/5/1998 00:00:00;14/4/1998 00:00:00;3;R$ 55,12;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"EUA"
11001;"FOLKO";2;6/4/1998 00:00:00;4/5/1998 00:00:00;14/4/1998 00:00:00;2;R$ 197,30;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suécia"
11002;"SAVEA";4;6/4/1998 00:00:00;4/5/1998 00:00:00;16/4/1998 00:00:00;1;R$ 141,16;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"EUA"
11003;"THECR";3;6/4/1998 00:00:00;4/5/1998 00:00:00;8/4/1998 00:00:00;3;R$ 14,91;"The Cracker Box";"55 Grizzly Peak Rd.";"Butte";"MT";"59801";"EUA"
11004;"MAISD";3;7/4/1998 00:00:00;5/5/1998 00:00:00;20/4/1998 00:00:00;1;R$ 44,84;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Bélgica"
11005;"WILMK";2;7/4/1998 00:00:00;5/5/1998 00:00:00;10/4/1998 00:00:00;1;R$ 0,75;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlândia"
11006;"GREAL";3;7/4/1998 00:00:00;5/5/1998 00:00:00;15/4/1998 00:00:00;2;R$ 25,19;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"EUA"
11007;"PRINI";8;8/4/1998 00:00:00;6/5/1998 00:00:00;13/4/1998 00:00:00;2;R$ 202,24;"Princesa Isabel Vinhos";"Estrada da saúde n. 58";"Lisboa";;"1756";"Portugal"
11008;"ERNSH";7;8/4/1998 00:00:00;6/5/1998 00:00:00;;3;R$ 79,46;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
11009;"GODOS";2;8/4/1998 00:00:00;6/5/1998 00:00:00;10/4/1998 00:00:00;1;R$ 59,11;"Godos Cocina Típica";"C/ Romero, 33";"Sevilla";;"41101";"Espanha"
11010;"REGGC";2;9/4/1998 00:00:00;7/5/1998 00:00:00;21/4/1998 00:00:00;2;R$ 28,71;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Itália"
11011;"ALFKI";3;9/4/1998 00:00:00;7/5/1998 00:00:00;13/4/1998 00:00:00;1;R$ 1,21;"Alfreds Futterkiste";"Obere Str. 57";"Berlin";;"12209";"Alemanha"
11012;"FRANK";1;9/4/1998 00:00:00;23/4/1998 00:00:00;17/4/1998 00:00:00;3;R$ 242,95;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Alemanha"
11013;"ROMEY";2;9/4/1998 00:00:00;7/5/1998 00:00:00;10/4/1998 00:00:00;1;R$ 32,99;"Romero y tomillo";"Gran Vía, 1";"Madrid";;"28001";"Espanha"
11014;"LINOD";2;10/4/1998 00:00:00;8/5/1998 00:00:00;15/4/1998 00:00:00;3;R$ 23,60;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
11015;"SANTG";2;10/4/1998 00:00:00;24/4/1998 00:00:00;20/4/1998 00:00:00;2;R$ 4,62;"Santé Gourmet";"Erling Skakkes gate 78";"Stavern";;"4110";"Noruega"
11016;"AROUT";9;10/4/1998 00:00:00;8/5/1998 00:00:00;13/4/1998 00:00:00;2;R$ 33,80;"Around the Horn";"Brook Farm Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Reino Unido"
11017;"ERNSH";9;13/4/1998 00:00:00;11/5/1998 00:00:00;20/4/1998 00:00:00;2;R$ 754,26;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Áustria"
11018;"LONEP";4;13/4/1998 00:00:00;11/5/1998 00:00:00;16/4/1998 00:00:00;2;R$ 11,65;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"EUA"
11019;"RANCH";6;13/4/1998 00:00:00;11/5/1998 00:00:00;;3;R$ 3,17;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentina"
11020;"OTTIK";2;14/4/1998 00:00:00;12/5/1998 00:00:00;16/4/1998 00:00:00;2;R$ 43,30;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Alemanha"
11021;"QUICK";3;14/4/1998 00:00:00;12/5/1998 00:00:00;21/4/1998 00:00:00;1;R$ 297,18;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Alemanha"
11022;"HANAR";9;14/4/1998 00:00:00;12/5/1998 00:00:00;4/5/1998 00:00:00;2;R$ 6,27;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brasil"
11023;"BSBEV";1;14/4/1998 00:00:00;28/4/1998 00:00:00;24/4/1998 00:00:00;2;R$ 123,83;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Reino Unido"
11024;"EASTC";4;15/4/1998 00:00:00;13/5/1998 00:00:00;20/4/1998 00:00:00;1;R$ 74,36;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Reino Unido"
11025;"WARTH";6;15/4/1998 00:00:00;13/5/1998 00:00:00;24/4/1998 00:00:00;3;R$ 29,17;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlândia"
11026;"FRANS";4;15/4/1998 00:00:00;13/5/1998 00:00:00;28/4/1998 00:00:00;1;R$ 47,09;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Itália"
11027;"BOTTM";1;16/4/1998 00:00:00;14/5/1998 00:00:00;20/4/1998 00:00:00;1;R$ 52,52;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canadá"
11028;"KOENE";2;16/4/1998 00:00:00;14/5/1998 00:00:00;22/4/1998 00:00:00;1;R$ 29,59;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Alemanha"
11029;"CHOPS";4;16/4/1998 00:00:00;14/5/1998 00:00:00;27/4/1998 00:00:00;1;R$ 47,84;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suíça"
